title,company,location,salary,employment_type,industry,source,url,is_new,time_info,scraped_at,prefecture
介護福祉士／介護職員・ヘルパー／賞与あり／訪問入浴事業所／日勤のみ新着,パナソニックエイジフリー株式会社パナソニック エ...,東京都,月給25万860円,正社員,介護,求人ボックス,javascript:void(0);,True,3時間前,2026-08-07 02:53:42,東京都
介護職／川口市峯字後の特別養護老人ホーム新着,スタッフサービス・メディカル,東京都,"時給1,300円～1,640円",派遣社員,介護,求人ボックス,https://xn--pckua2a7gp15o89zb.com/jb/65a7b7705aaa116745fbdeb07e3cd4da,True,3時間前,2026-08-07 02:53:42,東京都
住宅型有料の介護職新着,介護職,東京都世田谷区玉川の住宅型有料,"月給25万2,900円",正社員,介護,求人ボックス,https://xn--pckua2a7gp15o89zb.com/jb/68fdcbcbd1991a67c94d3a8718788ad7,True,2時間前,2026-08-07 02:53:42,東京都
住宅型有料の介護職新着,介護職,東京都世田谷区上祖師谷の住宅型有料,"月給25万2,900円",正社員,介護,求人ボックス,https://xn--pckua2a7gp15o89zb.com/jb/428cfd3d35e4b3460b7e0147e16fe2f1,True,2時間前,2026-08-07 02:53:42,東京都
住宅型有料の介護職新着,介護職,東京都江戸川区西葛西の住宅型有料,"月給27万4,900円",正社員,介護,求人ボックス,https://xn--pckua2a7gp15o89zb.com/jb/fa03c50ea7f5562abe98c343fa883bda,True,2時間前,2026-08-07 02:53:42,東京都
住宅型有料の介護職新着,介護職,東京都八王子市堀之内の住宅型有料,"月給24万7,900円",正社員,介護,求人ボックス,https://xn--pckua2a7gp15o89zb.com/jb/05e92cec76362d5ec00d69f876a4f7a5,True,2時間前,2026-08-07 02:53:42,東京都
住宅型有料の介護職新着,介護職,東京都荒川区荒川の住宅型有料,"月給25万2,900円",正社員,介護,求人ボックス,https://xn--pckua2a7gp15o89zb.com/jb/d6bd6c7910dc6746e560ea507aab1978,True,2時間前,2026-08-07 02:53:42,東京都
グループホームの介護職・ヘルパー／初めての介護職でも安心して働けます新着,花物語さがみ中央,東京都,"月給22万4,000円",正社員,介護,求人ボックス,https://xn--pckua2a7gp15o89zb.com/jbn/519f8f23fde541f327472089332d4017,True,1時間前,2026-08-07 02:53:42,東京都
住宅型有料の介護職新着,介護職,東京都大田区仲池上の住宅型有料,"月給25万2,900円",正社員,介護,求人ボックス,https://xn--pckua2a7gp15o89zb.com/jb/baac14ab4772e7dab3cdd699762dbc11,True,2時間前,2026-08-07 02:53:42,東京都
特別養護老人ホームの介護職新着,介護,東京都,"月給28万1,000円",正社員,介護,求人ボックス,https://xn--pckua2a7gp15o89zb.com/jb/dd25283576681cef4c3fd641b324492f,True,2時間前,2026-08-07 02:53:42,東京都
住宅型有料の介護職新着,介護職,東京都杉並区松庵の住宅型有料,"月給25万2,900円",正社員,介護,求人ボックス,https://xn--pckua2a7gp15o89zb.com/jb/fbf375d9d5696b618c727c68a72e24e1,True,2時間前,2026-08-07 02:53:42,東京都
住宅型有料の介護職新着,介護,東京都西多摩郡瑞穂町駒形富士山の住宅型有料,月給25万円～,正社員,介護,求人ボックス,https://xn--pckua2a7gp15o89zb.com/jb/6ba82248f43a4c5eda1a5bba3b1cb3f9,True,2時間前,2026-08-07 02:53:42,東京都
住宅型有料の介護職新着,介護職,東京都小金井市中町の住宅型有料,"月給34万5,000円",正社員,介護,求人ボックス,https://xn--pckua2a7gp15o89zb.com/jb/68ae2036e38b5d82bbb864f252b7c52e,True,2時間前,2026-08-07 02:53:42,東京都
住宅型有料の介護職新着,介護職,東京都府中市是政の住宅型有料,"月給24万7,900円",正社員,介護,求人ボックス,https://xn--pckua2a7gp15o89zb.com/jb/872faf74ba6bc557375df00bf24b5094,True,2時間前,2026-08-07 02:53:42,東京都
住宅型有料の介護職新着,介護職,東京都板橋区西台の住宅型有料,"月給25万2,900円",正社員,介護,求人ボックス,https://xn--pckua2a7gp15o89zb.com/jb/ac307eda864c8766429b3d550475177c,True,2時間前,2026-08-07 02:53:42,東京都
住宅型有料の介護職新着,介護職,東京都板橋区小茂根の住宅型有料,"月給24万1,000円",正社員,介護,求人ボックス,https://xn--pckua2a7gp15o89zb.com/jb/70f82b117a04b34d6cd213e948af75a2,True,2時間前,2026-08-07 02:53:42,東京都
